1.560153129934377794e+05,1.340000000000000000e+05
1.520443590054745437e+05,1.305000000000000000e+05
1.319262124256434909e+05,1.300000000000000000e+05
1.414253265299791237e+05,1.375000000000000000e+05
1.333188083721469156e+05,1.290000000000000000e+05
1.413687134747190285e+05,1.420000000000000000e+05
8.883101288592821220e+04,1.075000000000000000e+05
1.401199242065053550e+05,1.355000000000000000e+05
1.437106177670855250e+05,1.469000000000000000e+05
1.299948416803039145e+05,1.290000000000000000e+05
1.279414480398543528e+05,1.300000000000000000e+05
1.419981956006677356e+05,1.399000000000000000e+05
1.420676667230213352e+05,1.265000000000000000e+05
1.307929247905434459e+05,1.145000000000000000e+05
1.277756841244213138e+05,1.270000000000000000e+05
1.329774084178087360e+05,1.300000000000000000e+05
1.309855721129861777e+05,1.535750000000000000e+05
1.315747467323475867e+05,1.320000000000000000e+05
1.393645936641273729e+05,1.410000000000000000e+05
1.325770172732433712e+05,1.285000000000000000e+05
1.619312767946766398e+05,1.435000000000000000e+05
1.137046663647795503e+05,1.295000000000000000e+05
1.467311100103460776e+05,1.524000000000000000e+05
1.575414293127597775e+05,1.550000000000000000e+05
1.216205178509016259e+05,1.650000000000000000e+05
1.364763331626539584e+05,1.390000000000000000e+05
